Sentence ID,type,CUI,Preferred name,Semantic Type,Text,Confidence Score,First char pos,Last char pos
1,entity,C0488549,Hospital course:Finding:Point in time:^Patient:Narrative,clna,HOSPITAL COURSE,1000,214,229
1,entity,C0009253,Coitus,orgf,sex,775,235,238
1,entity,C0016169,pathologic fistula,anab,sinus,775,249,254
1,entity,C0871208,Rating (action),acty,rate,775,255,259
2,entity,C0205091,Left,spco,left,1000,271,275
2,entity,C0009806,Constipation,sosy,constipation,1000,286,298
2,entity,C0205451,Five,qnco,five,660,325,329
2,entity,C0442805,Increase,ftcn,increase,1000,372,380
2,entity,C0205329,Progressive,ftcn,progressive,888,391,402
2,entity,C0439228,day,tmco,days,888,403,407
3,entity,C0030705,Patients,podg,patient,1000,414,421
4,entity,C0030705,Patients,podg,patient,1000,462,469
4,entity,C0205183,Benign,qlco,benign,1000,489,495
4,entity,C0019664,History,ocdi,history,1000,521,528
4,entity,C0000726,Abdomen,blor,abdomen,1000,532,539
4,entity,C0030705,Patients,podg,patient,1000,566,573
4,entity,C0750480,Count,qnco,count,1000,578,583
4,entity,C0205251,low,qlco,low,888,591,594
4,entity,C0439227,Hour,tmco,hour,888,595,599
4,entity,C0030705,Patients,podg,patient,1000,616,623
4,entity,C0205329,Progressive,ftcn,progressive,1000,647,658
5,entity,C0030705,Patients,podg,patient,1000,665,672
6,entity,C1273865,Past medication,fndg,PAST MEDICATIONS,983,690,706
6,entity,C0457453,On admission,tmco,ON ADMISSION,1000,707,719
7,entity,C1273865,Past medication,fndg,PAST MEDICATIONS,983,731,747
7,entity,C0457453,On admission,tmco,ON ADMISSION,1000,748,760
7,entity,C0439230,week,tmco,weeks,827,778,783
7,entity,C0086582,Males,orga,male,1000,803,807
7,entity,C0205251,low,qlco,low,1000,814,817
7,entity,C0012634,Disease,dsyn,disease,861,861,868
8,entity,C4288581,Notable,qlco,notable,1000,874,881
9,entity,C0205091,Left,spco,left,1000,956,960
9,entity,C0009818,Consultation,hlca,consultation,1000,985,997
9,entity,C0015385,Limb structure,bpoc,extremities,1000,1006,1017
10,entity,C0205358,Soft,qlco,soft,1000,1025,1029
11,entity,C3887460,Cardiovascular,blor,Cardiovascular,888,1032,1046
11,entity,C0019994,Hospitals,"hcro,mnob",Hospital,888,1047,1055
11,entity,C0543467,Operative Surgical Procedures,topp,operation,888,1063,1072
11,entity,C0582103,Medical Examination,hlca,exam,888,1073,1077
11,entity,C0030705,Patients,podg,patient,1000,1103,1110
12,entity,C0184252,Medical Valves,medd,valve,1000,1126,1131
12,entity,C0750480,Count,qnco,count,827,1184,1189
12,entity,C0205090,Right,spco,right,1000,1193,1198
1,entity,C1511726,Data,idcn,data,827,6,10
1,entity,C0019664,History,ocdi,history,1000,24,31
1,entity,C0746977,obesity maternal,fndg,Maternal Obesity,1000,37,53
1,entity,C2242554,Streptococcus colonisation,fndg,Streptococcal Colonization,964,56,82
1,entity,C0040128,Thyroid Diseases,dsyn,Thyroid Disease,1000,85,100
1,entity,C0326287,Ant-thrush (organism),bird,Nos,1000,103,106
1,entity,C0019664,History,ocdi,history,1000,109,116
1,entity,C1302423,Primary procedure,ftcn,PRINCIPAL PROCEDURE,1000,120,139
1,entity,C0543467,Operative Surgical Procedures,topp,OPERATION,1000,143,152
1,entity,C0230003,Vertex,blor,Vertex,875,167,173
1,entity,C0269694,Normal delivery procedure,topp,Spontaneous Vertex Vaginal Delivery,875,155,190
1,entity,C0019664,History,ocdi,HISTORY,875,191,198
1,entity,C0392360,Indication of (contextual qualifier),idcn,REASON,1000,203,209
3,entity,C0679006,Decision,menp,call,623,245,249
5,entity,C1321878,Desmoplastic infantile ganglioglioma,neop,Dug,545,307,310
5,entity,C0019994,Hospitals,"hcro,mnob",Hospital,545,311,319
5,entity,C1535939,Pneumocystis jiroveci pneumonia,dsyn,PCP,583,342,345
5,entity,C0205307,Normal,qlco,NORMAL,583,346,352
5,entity,C0205172,More,qnco,more,1000,370,374
5,entity,C0021853,Intestines,bpoc,bowel,851,381,386
5,entity,C0582103,Medical Examination,hlca,exam,851,387,391
5,entity,C0205170,Good,qlco,well,851,392,396
5,entity,C1634625,% live,qlco,lived,966,402,407
5,entity,C0040223,Time,tmco,time,694,412,416
5,entity,C4319558,200,qnco,200,861,461,464
9,entity,C0030705,Patients,podg,patient,1000,540,547
9,entity,C0205251,low,qlco,low,1000,557,560
9,entity,C1704729,Department,orgt,Department,567,579,589
9,entity,C0449468,Volume,qnco,vol,567,590,593
9,entity,C0030193,Pain,sosy,pain,567,594,598
9,entity,C0008031,Chest Pain,sosy,chest pain,767,645,655
9,entity,C1883708,Then,tmco,then,767,664,668
9,entity,C4082116,One week,tmco,one unstastrodus chest pain postiop-then week,767,628,673
10,entity,C0582103,Medical Examination,hlca,exam,802,710,714
10,entity,C0086787,Percocet,"orch,phsu",percocet,802,721,729
10,entity,C0205448,Two,qnco,two,623,733,736
10,entity,C0332173,Daily,tmco,day,623,737,740
10,entity,C0332185,Recent,tmco,recent,802,754,760
10,entity,C0205090,Right,spco,right,802,773,778
12,entity,C0018787,Heart,bpoc,Heart,660,824,829
13,entity,C0598781,communes,popg,Communes,1000,864,872
13,entity,C0085732,Ability,orga,able,1000,878,882
13,entity,C0005889,Body Fluids,bdsu,fluid,888,916,921
13,entity,C0521116,Current (present time),tmco,currently,888,922,931
14,entity,C0018889,Helminthiasis,dsyn,worm,861,962,966
15,entity,C0817096,Chest,blor,Chest,597,1038,1043
15,entity,C1495758,Pera,plnt,PERA,597,1053,1057
15,entity,C0007144,Cardia of stomach,blor,cardial,853,1075,1082
15,entity,C2603360,T prime,clna,T,824,1093,1094
15,entity,C0852949,Arteriopathic disease,dsyn,artery disease,824,1105,1119
16,entity,C0205170,Good,qlco,well,775,1154,1158
16,entity,C0442711,Protocols documentation,inpr,protocol,775,1159,1167
16,entity,C0021270,Infant,aggp,infant,775,1168,1174
16,entity,C1882154,Operative,tmco,operative,694,1178,1187
17,entity,C0817096,Chest,blor,CHEST,694,1203,1208
1,entity,C1511726,Data,idcn,data,827,6,10
1,entity,C0019664,History,ocdi,history,1000,24,31
1,entity,C0746977,obesity maternal,fndg,Maternal Obesity,1000,37,53
1,entity,C2242554,Streptococcus colonisation,fndg,Streptococcal Colonization,964,56,82
1,entity,C0040128,Thyroid Diseases,dsyn,Thyroid Disease,1000,85,100
1,entity,C0326287,Ant-thrush (organism),bird,Nos,1000,103,106
1,entity,C0019664,History,ocdi,history,1000,109,116
1,entity,C1302423,Primary procedure,ftcn,PRINCIPAL PROCEDURE,1000,120,139
1,entity,C0543467,Operative Surgical Procedures,topp,OPERATION,1000,143,152
1,entity,C0230003,Vertex,blor,Vertex,875,167,173
1,entity,C0269694,Normal delivery procedure,topp,Spontaneous Vertex Vaginal Delivery,875,155,190
1,entity,C0019664,History,ocdi,HISTORY,875,191,198
1,entity,C0392360,Indication of (contextual qualifier),idcn,REASON,1000,203,209
1,entity,C0019994,Hospitals,"hcro,mnob",HOSPITAL,694,214,222
2,entity,C0750729,Course,tmco,Course,714,297,303
2,entity,C3842591,0%,qnco,0-H 81,714,304,310
2,entity,C4517884,81,qnco,0-H 81,714,304,310
2,entity,C0150618,History and physical examination,fndg,H 81 vent 2-mg. p,714,306,323
2,entity,C0205476,Medical,ftcn,medical,645,378,385
2,entity,C1518422,Negation,ftcn,not,1000,413,416
2,entity,C0238767,Bilateral,spco,bilateral,694,431,440
2,entity,C4319604,300,qnco,300,861,486,489
3,entity,C0016452,Food,food,food,854,539,543
3,entity,C0230416,Left lower extremity,bpoc,left lower extremity,854,544,564
5,entity,C1417504,MUT gene,gngm,mut,645,688,691
5,entity,C0520960,Non-tender,qlco,nontender,707,760,769
5,entity,C3540815,NSMAF wt Allele,gngm,fan,861,789,792
5,entity,C0332173,Daily,tmco,day,861,875,878
6,entity,C0205448,Two,qnco,two,790,926,929
6,entity,C0439228,day,tmco,days,790,930,934
7,entity,C0871489,teams,grup,Team,645,955,959
7,entity,C0439175,% of total,qnco,total,1000,997,1002
7,entity,C0325736,Rallidae,bird,rail,724,1042,1046
7,entity,C1427148,LRRC15 gene,gngm,Lib,724,1047,1050
7,entity,C0033095,Pressure- physical agent,phpr,pressure,724,1075,1083
7,entity,C0007457,Caucasoid Race,popg,white,724,1084,1089
8,entity,C0449438,Status,qlco,status,694,1137,1143
8,entity,C0040223,Time,tmco,times,549,1167,1172
1,entity,C1511726,Data,idcn,data,827,6,10
1,entity,C2349105,Vanadium 5+,elii,V5-V6,888,39,44
1,entity,C0507239,Superior segmental vein,bpoc,V5-V6,888,39,44
1,entity,C0011581,Depressive disorder,mobd,depression,888,53,63
1,entity,C0038446,Area striata structure,blor,V1-V2,888,67,72
1,entity,C0507237,Posterior segmental vein,bpoc,V1-V2,888,67,72
2,entity,C0004057,Aspirin,"orch,phsu",aspirin,1000,95,102
2,entity,C0026549,Morphine,"orch,phsu",morphine,1000,113,121
2,entity,C4305187,Transient hypotension,fndg,transient hypotension,1000,127,148
2,entity,C1522229,Intravenous Bolus,ftcn,IV bolus,1000,170,178
2,entity,C0005889,Body Fluids,bdsu,fluid,1000,182,187
2,entity,C0019134,heparin,"bacs,orch,phsu",Heparin,1000,201,208
2,entity,C0030705,Patients,podg,patient,1000,247,254
2,entity,C0205091,Left,spco,left,1000,274,278
2,entity,C4050466,Borg Category-Ratio 10 Perceived Exertion Score 5,inpr,severe,1000,289,295
2,entity,C0030705,Patients,podg,patient,1000,304,311
2,entity,C0018670,Head,blor,head,1000,331,335
2,entity,C0030705,Patients,podg,patient,1000,346,353
2,entity,C0332254,Supple,ftcn,supple,1000,358,364
2,entity,C0029064,Operating Room,"hcro,mnob",operating room,1000,389,403
2,entity,C0205358,Soft,qlco,soft,1000,408,412
2,entity,C0030705,Patients,podg,patient,1000,419,426
2,entity,C4050466,Borg Category-Ratio 10 Perceived Exertion Score 5,inpr,severe,1000,444,450
2,entity,C0018787,Heart,bpoc,heart,1000,458,463
2,entity,C4050466,Borg Category-Ratio 10 Perceived Exertion Score 5,inpr,severe,1000,487,493
2,entity,C0008031,Chest Pain,sosy,chest pain,1000,501,511
2,entity,C3887511,Evidence,idcn,evidence,1000,520,528
2,entity,C0018787,Heart,bpoc,heart,1000,536,541
2,entity,C3242339,operate,ftcn,operating,661,549,558
2,entity,C0030705,Patients,podg,patient,1000,574,581
2,entity,C0030705,Patients,podg,patient,1000,601,608
2,entity,C0332232,Approximate,qlco,approximately,1000,635,648
2,entity,C1518422,Negation,ftcn,not,1000,654,657
2,entity,C0030705,Patients,podg,patient,1000,662,669
2,entity,C0205091,Left,spco,left,694,689,693
3,entity,C0030705,Patients,podg,patient,1000,713,720
3,entity,C0029064,Operating Room,"hcro,mnob",operating room,1000,740,754
3,entity,C0205091,Left,spco,left,1000,774,778
3,entity,C0029064,Operating Room,"hcro,mnob",operating room,1000,803,817
3,entity,C4050466,Borg Category-Ratio 10 Perceived Exertion Score 5,inpr,severe,1000,824,830
3,entity,C0030705,Patients,podg,patient,1000,838,845
3,entity,C0232201,Sinus rhythm,fndg,sinus rhythm,901,900,912
4,entity,C0030705,Patients,podg,patient,1000,919,926
4,entity,C0029064,Operating Room,"hcro,mnob",operating room,1000,965,979
4,entity,C4050466,Borg Category-Ratio 10 Perceived Exertion Score 5,inpr,severe,1000,984,990
4,entity,C0008031,Chest Pain,sosy,chest pain,1000,1024,1034
4,entity,C3887460,Cardiovascular,blor,cardiovascular,1000,1039,1053
4,entity,C1518422,Negation,ftcn,not,1000,1059,1062
4,entity,C0030705,Patients,podg,patient,1000,1067,1074
4,entity,C4050466,Borg Category-Ratio 10 Perceived Exertion Score 5,inpr,severe,1000,1081,1087
4,entity,C0205091,Left,spco,left,1000,1095,1099
4,entity,C0030705,Patients,podg,patient,861,1131,1138
4,entity,C0332254,Supple,ftcn,supple,1000,1143,1149
5,entity,C0205272,Regular,qlco,regular,901,1174,1181
5,entity,C0008034,Chest Tubes,medd,chest tube,901,1182,1192
1,entity,C1511726,Data,idcn,data,827,6,10
1,entity,C2349105,Vanadium 5+,elii,V5-V6,888,39,44
1,entity,C0507239,Superior segmental vein,bpoc,V5-V6,888,39,44
1,entity,C0011581,Depressive disorder,mobd,depression,888,53,63
1,entity,C0038446,Area striata structure,blor,V1-V2,888,67,72
1,entity,C0507237,Posterior segmental vein,bpoc,V1-V2,888,67,72
2,entity,C0004057,Aspirin,"orch,phsu",aspirin,1000,95,102
2,entity,C0026549,Morphine,"orch,phsu",morphine,1000,113,121
2,entity,C4305187,Transient hypotension,fndg,transient hypotension,1000,127,148
2,entity,C1522229,Intravenous Bolus,ftcn,IV bolus,1000,170,178
2,entity,C0005889,Body Fluids,bdsu,fluid,1000,182,187
2,entity,C0019134,heparin,"bacs,orch,phsu",Heparin,1000,201,208
2,entity,C0008034,Chest Tubes,medd,chest tube,1000,235,245
2,entity,C4050466,Borg Category-Ratio 10 Perceived Exertion Score 5,inpr,severe,1000,250,256
3,entity,C0030705,Patients,podg,patient,1000,295,302
3,entity,C0016169,pathologic fistula,anab,sinus,861,316,321
3,entity,C2926602,"Discharge, body substance",bdsu,discharge,1000,330,339
3,entity,C1306232,Severing,topp,severed,1000,352,359
4,entity,C3887511,Evidence,idcn,evidence,1000,392,400
4,entity,C0205145,Site,spco,site,1000,404,408
4,entity,C0234621,Visual,ftcn,visual,888,416,422
4,entity,C0015385,Limb structure,bpoc,extremities,888,423,434
5,entity,C3887511,Evidence,idcn,evidence,1000,450,458
5,entity,C0008031,Chest Pain,sosy,chest pain,1000,462,472
6,entity,C0449438,Status,qlco,status,1000,502,508
6,entity,C0030193,Pain,sosy,pain,1000,519,523
7,entity,C0030705,Patients,podg,patient,1000,530,537
7,entity,C0162425,Intention - mental process,menp,Intensive,758,565,574
7,entity,C3153447,Docusate Sodium 100 MG,clnd,Colace 100 mg,758,575,588
7,entity,C0332173,Daily,tmco,day,758,594,597
9,entity,C0030705,Patients,podg,patient,1000,665,672
9,entity,C0439148,Unit,qnco,unit,1000,690,694
9,entity,C0030705,Patients,podg,patient,1000,700,707
9,entity,C0021853,Intestines,bpoc,bowel,1000,715,720
9,entity,C2926602,"Discharge, body substance",bdsu,discharge,1000,734,743
11,entity,C1301820,Obtain,ftcn,obtained,1000,779,787
11,entity,C0030705,Patients,podg,patient,1000,827,834
11,entity,C0016169,pathologic fistula,anab,sinus,1000,841,846
11,entity,C0332185,Recent,tmco,recent,1000,882,888
11,entity,C1301820,Obtain,ftcn,obtained,1000,896,904
11,entity,C0019994,Hospitals,"hcro,mnob",hospital,1000,924,932
11,entity,C0582103,Medical Examination,hlca,exam,1000,940,944
11,entity,C0019994,Hospitals,"hcro,mnob",hospital,1000,964,972
12,entity,C0030705,Patients,podg,patient,1000,979,986
12,entity,C0008034,Chest Tubes,medd,chest tube,1000,997,1007
12,entity,C0582103,Medical Examination,hlca,exam,1000,1015,1019
13,entity,C0030705,Patients,podg,patient,1000,1057,1064
13,entity,C0018787,Heart,bpoc,heart,861,1091,1096
13,entity,C0582103,Medical Examination,hlca,exam,1000,1117,1121
13,entity,C0205265,Initially,tmco,Initial,1000,1124,1131
13,entity,C0003842,Arteries,bpoc,artery,1000,1144,1150
14,entity,C0002903,Anesthesia procedures,topp,Anesthesia,1000,1177,1187
14,entity,C0030705,Patients,podg,patient,694,1207,1214
1,entity,C1511726,Data,idcn,data,827,6,10
1,entity,C2349105,Vanadium 5+,elii,V5-V6,888,39,44
1,entity,C0507239,Superior segmental vein,bpoc,V5-V6,888,39,44
1,entity,C0011581,Depressive disorder,mobd,depression,888,53,63
1,entity,C0038446,Area striata structure,blor,V1-V2,888,67,72
1,entity,C0507237,Posterior segmental vein,bpoc,V1-V2,888,67,72
2,entity,C0004057,Aspirin,"orch,phsu",aspirin,1000,95,102
2,entity,C0026549,Morphine,"orch,phsu",morphine,1000,113,121
2,entity,C4305187,Transient hypotension,fndg,transient hypotension,1000,127,148
2,entity,C1522229,Intravenous Bolus,ftcn,IV bolus,1000,170,178
2,entity,C0005889,Body Fluids,bdsu,fluid,1000,182,187
2,entity,C0019134,heparin,"bacs,orch,phsu",Heparin,1000,201,208
2,entity,C0700321,Small,qnco,small,775,257,262
2,entity,C0042963,Vomiting,sosy,vomited,775,263,270
2,entity,C0220825,Evaluation,hlca,evaluation,775,284,294
3,entity,C0030705,Patients,podg,patient,1000,300,307
3,entity,C0205091,Left,spco,left,694,349,353
3,entity,C0019664,History,ocdi,history,1000,368,375
4,entity,C0040808,Treatment Protocols,topp,regimen,660,397,404
5,entity,C2080700,severe Breathlessness,fndg,severe co dyspnea,901,475,492
5,entity,C0205052,rectal,spco,rectal,1000,493,499
5,entity,C0205448,Two,qnco,two,750,563,566
5,entity,C0449286,Degree or extent,qnco,degrees,750,567,574
5,entity,C1512018,Doctor of Medicine,inpr,M.D,1000,585,588
6,entity,C1512018,Doctor of Medicine,inpr,M.D,1000,599,602
7,entity,C0439234,year,tmco,years,763,649,654
7,entity,C0018787,Heart,bpoc,heart,1000,660,665
7,entity,C0817096,Chest,blor,chest,901,682,687
7,entity,C0034571,roentgenographic,ftcn,#NAME?,901,689,693
7,entity,C0439157,counts,qnco,counts,861,706,712
8,entity,C0556974,hours/day,tmco,hours day,590,758,767
9,entity,C0030705,Patients,podg,patient,1000,788,795
9,entity,C1290871,Disorder of hand,dsyn,disease hand,901,800,812
9,entity,C0006826,Malignant Neoplasms,neop,cancer,901,813,819
9,entity,C0205132,Linear,spco,line,861,859,863
9,entity,C0009253,Coitus,orgf,sex,608,879,882
9,entity,C3816746,400,qnco,400,608,883,886
9,entity,C0205170,Good,qlco,well,608,895,899
10,entity,C0582103,Medical Examination,hlca,exam,1000,950,954
10,entity,C0449438,Status,qlco,Status,694,958,964
11,entity,C0237881,Statistical Significance,qnco,significant,750,1022,1033
11,entity,C0205234,Focal,spco,focal,750,1034,1039
11,entity,C0031831,Physicians,prog,physician,861,1075,1084
11,entity,C0000726,Abdomen,blor,abdominal,802,1124,1133
11,entity,C3887511,Evidence,idcn,evidence,1000,1156,1164
1,entity,C1511726,Data,idcn,data,827,6,10
1,entity,C2349105,Vanadium 5+,elii,V5-V6,888,39,44
1,entity,C0507239,Superior segmental vein,bpoc,V5-V6,888,39,44
1,entity,C0011581,Depressive disorder,mobd,depression,888,53,63
1,entity,C0038446,Area striata structure,blor,V1-V2,888,67,72
1,entity,C0507237,Posterior segmental vein,bpoc,V1-V2,888,67,72
2,entity,C0004057,Aspirin,"orch,phsu",aspirin,1000,95,102
2,entity,C0026549,Morphine,"orch,phsu",morphine,1000,113,121
2,entity,C4305187,Transient hypotension,fndg,transient hypotension,1000,127,148
2,entity,C1522229,Intravenous Bolus,ftcn,IV bolus,1000,170,178
2,entity,C0005889,Body Fluids,bdsu,fluid,1000,182,187
2,entity,C0019134,heparin,"bacs,orch,phsu",Heparin,1000,201,208
4,entity,C0031354,Pharyngeal structure,bpoc,throat,716,367,373
4,entity,C1709157,Negative Surgical Margin,fndg,clear,791,417,422
4,entity,C0205449,Three,qnco,three,791,449,454
4,entity,C2004491,Cicatrix,patf,scar,861,458,462
4,entity,C3272108,capsanthin-capsorubin synthase,moft,ccs,861,476,479
4,entity,C0302828,Instruction [Publication Type],inpr,instructions,827,508,520
5,entity,C0019664,History,ocdi,HISTORY,1000,569,576
5,entity,C4264312,Present illness,fndg,PRESENT ILLNESS,1000,580,595
5,entity,C0018787,Heart,bpoc,heart,861,640,645
6,entity,C0030705,Patients,podg,patient,694,681,688
6,entity,C0027651,Neoplasms,neop,tumors,812,721,727
6,entity,C0205251,low,qlco,low,1000,753,756
7,entity,C0404079,Total abdominal hysterectomy,topp,TAh,539,759,762
7,entity,C1535939,Pneumocystis jiroveci pneumonia,dsyn,PCP,539,774,777
7,entity,C0205170,Good,qlco,well,763,818,822
7,entity,C0442711,Protocols documentation,inpr,protocol,763,825,833
7,entity,C3844105,425,qnco,425,763,834,837
7,entity,C1334294,JTB gene,gngm,par,763,846,849
7,entity,C0018792,Heart Atrium,bpoc,atrial,552,866,872
7,entity,C0037004,Shoulder,blor,shoulder,552,873,881
7,entity,C0205091,Left,spco,left,561,906,910
7,entity,C0205485,Physical,ftcn,PHYSICAL,561,916,924
7,entity,C0205448,Two,qnco,two,812,948,951
8,entity,C0030705,Patients,podg,patient,694,1003,1010
8,entity,C0242961,Replication Origin,nusq,ORI,827,1026,1029
8,entity,C0013604,Edema,sosy,edema,1000,1050,1055
8,entity,C1826799,REXO1L1P gene,gngm,goR,1000,1061,1064
8,entity,C0205476,Medical,ftcn,Medical,1000,1097,1104
8,entity,C1316572,Evaluation and management note:Finding:Point in time:{Setting}:Document:{Provider},clna,noting,661,1140,1146
1,entity,C1511726,Data,idcn,data,827,6,10
1,entity,C2347379,Observation Result,fndg,res,1000,16,19
1,entity,C0205160,Negative,fndg,negative,1000,37,45
1,entity,C0817096,Chest,blor,chest,901,59,64
1,entity,C0034571,roentgenographic,ftcn,#NAME?,901,66,70
2,entity,C0039476,Temperature,qnco,temperature,694,79,90
2,entity,C0441889,Levels (qualifier value),qlco,degree,1000,133,139
2,entity,C0205250,High,qlco,higher,1000,143,149
2,entity,C3817553,100%,qnco,100,623,155,158
2,entity,C0449286,Degree or extent,qnco,degrees,623,159,166
2,entity,C0009566,Complication,patf,complications,1000,222,235
3,entity,C0030705,Patients,podg,patient,1000,242,249
4,entity,C0030705,Patients,podg,patient,1000,358,365
4,entity,C0030705,Patients,podg,patient,1000,392,399
4,entity,C0230416,Left lower extremity,bpoc,left lower extremity,1000,426,446
5,entity,C0030705,Patients,podg,patient,1000,453,460
5,entity,C0030705,Patients,podg,patient,1000,482,489
5,entity,C2926602,"Discharge, body substance",bdsu,discharge,1000,494,503
5,entity,C0030705,Patients,podg,patient,1000,512,519
5,entity,C0030705,Patients,podg,patient,1000,540,547
6,entity,C0030705,Patients,podg,patient,1000,563,570
6,entity,C0030705,Patients,podg,patient,1000,610,617
6,entity,C2926602,"Discharge, body substance",bdsu,discharge,1000,622,631
6,entity,C0030705,Patients,podg,patient,1000,640,647
6,entity,C0030705,Patients,podg,patient,1000,670,677
6,entity,C0030705,Patients,podg,patient,1000,698,705
6,entity,C0030705,Patients,podg,patient,1000,726,733
6,entity,C0030705,Patients,podg,patient,1000,760,767
6,entity,C0030705,Patients,podg,patient,1000,788,795
6,entity,C0033095,Pressure- physical agent,phpr,pressure,1000,820,828
7,entity,C0030705,Patients,podg,patient,1000,850,857
7,entity,C2926602,"Discharge, body substance",bdsu,discharge,1000,862,871
8,entity,C0030705,Patients,podg,patient,1000,878,885
8,entity,C0005773,Blood Cells,cell,blood cells,1000,941,952
8,entity,C0009566,Complication,patf,complications,1000,959,972
9,entity,C0030705,Patients,podg,patient,1000,979,986
9,entity,C0030705,Patients,podg,patient,1000,1008,1015
9,entity,C0009566,Complication,patf,complications,1000,1043,1056
10,entity,C0030705,Patients,podg,patient,1000,1063,1070
10,entity,C2926602,"Discharge, body substance",bdsu,discharge,1000,1075,1084
10,entity,C0009566,Complication,patf,complications,1000,1091,1104
10,entity,C0009566,Complication,patf,complications,1000,1111,1124
11,entity,C0030705,Patients,podg,patient,1000,1150,1157
11,entity,C0230416,Left lower extremity,bpoc,left lower extremity,1000,1184,1204
1,entity,C1511726,Data,idcn,data,827,6,10
1,entity,C2347379,Observation Result,fndg,res,1000,16,19
1,entity,C0205160,Negative,fndg,negative,1000,37,45
1,entity,C0817096,Chest,blor,chest,901,59,64
1,entity,C0034571,roentgenographic,ftcn,#NAME?,901,66,70
2,entity,C0039476,Temperature,qnco,temperature,694,79,90
2,entity,C0441889,Levels (qualifier value),qlco,degree,1000,133,139
2,entity,C0205250,High,qlco,higher,1000,143,149
2,entity,C3817553,100%,qnco,100,623,155,158
2,entity,C0449286,Degree or extent,qnco,degrees,623,159,166
2,entity,C0205216,Decreased,qnco,decreased,660,206,215
2,entity,C0030705,Patients,podg,patient,1000,277,284
2,entity,C0030705,Patients,podg,patient,1000,304,311
3,entity,C0030705,Patients,podg,patient,1000,342,349
3,entity,C0030705,Patients,podg,patient,1000,371,378
3,entity,C0457453,On admission,tmco,on admission,1000,391,403
3,entity,C0205183,Benign,qlco,benign,1000,408,414
3,entity,C0030705,Patients,podg,patient,1000,423,430
3,entity,C0013216,Pharmacotherapy,topp,chemotherapy,1000,453,465
3,entity,C0005767,Blood,bdsu,blood,1000,473,478
3,entity,C0012634,Disease,dsyn,condition,1000,502,511
4,entity,C0549178,Continuous,idcn,continued,1000,547,556
5,entity,C0030705,Patients,podg,patient,1000,563,570
6,entity,C4288581,Notable,qlco,notable,1000,614,621
6,entity,C0033095,Pressure- physical agent,phpr,pressure,1000,636,644
7,entity,C0030705,Patients,podg,patient,1000,676,683
7,entity,C0015576,Family,famg,family,1000,709,715
8,entity,C0030705,Patients,podg,patient,1000,757,764
8,entity,C0009566,Complication,patf,complication,1000,825,837
9,entity,C0030705,Patients,podg,patient,1000,844,851
9,entity,C4321457,Examination,acty,examination,1000,875,886
9,entity,C0684224,Report (document),inpr,reports,1000,903,910
9,entity,C1306372,"Mass, a measure of quantity of matter",qnco,masses,966,916,922
10,entity,C0205451,Five,qnco,five,888,929,933
10,entity,C0750480,Count,qnco,count,888,934,939
10,entity,C0030705,Patients,podg,patient,1000,961,968
10,entity,C2926602,"Discharge, body substance",bdsu,discharge,1000,973,982
12,entity,C0030705,Patients,podg,patient,1000,1041,1048
12,entity,C0010294,Creatinine,"bacs,orch",creatinine,1000,1064,1074
12,entity,C0030705,Patients,podg,patient,861,1092,1099
12,entity,C0029064,Operating Room,"hcro,mnob",operating room,1000,1137,1151
12,entity,C0009566,Complication,patf,complication,1000,1159,1171
12,entity,C0030705,Patients,podg,patient,1000,1182,1189
12,entity,C3053990,Corona,euka,corona,1000,1210,1216
1,entity,C1511726,Data,idcn,data,827,6,10
1,entity,C2347379,Observation Result,fndg,res,1000,16,19
1,entity,C0205160,Negative,fndg,negative,1000,37,45
1,entity,C0817096,Chest,blor,chest,901,59,64
1,entity,C0034571,roentgenographic,ftcn,#NAME?,901,66,70
2,entity,C0039476,Temperature,qnco,temperature,694,79,90
2,entity,C0441889,Levels (qualifier value),qlco,degree,1000,133,139
2,entity,C0205250,High,qlco,higher,1000,143,149
2,entity,C3817553,100%,qnco,100,623,155,158
2,entity,C0449286,Degree or extent,qnco,degrees,623,159,166
3,entity,C0030705,Patients,podg,Patient,1000,218,225
3,entity,C2926602,"Discharge, body substance",bdsu,discharge,888,230,239
3,entity,C0037709,Sound - physical agent,npop,sounds,888,240,246
4,entity,C0027552,Needs,qlco,need,1000,297,301
6,entity,C0031809,Physical Examination,hlca,PHYSICAL EXAMINATION,1000,367,387
7,entity,C0030705,Patients,podg,patient,1000,414,421
7,entity,C0034606,Radionuclide Imaging,diap,scan,601,456,460
7,entity,C0205042,Coronary artery,bpoc,coronary artery,601,465,480
7,entity,C0030705,Patients,podg,patient,1000,493,500
7,entity,C0005615,Birth,orgf,delivery,1000,505,513
7,entity,C1282910,Upper,spco,upper,694,557,562
7,entity,C0205358,Soft,qlco,soft,1000,568,572
7,entity,C0443289,Revealed,qlco,revealed,790,751,759
7,entity,C0013404,Dyspnea,sosy,dyspnea,790,760,767
7,entity,C0557854,Services,ocac,Service,694,796,803
7,entity,C0205091,Left,spco,left,1000,813,817
7,entity,C0205042,Coronary artery,bpoc,coronary artery,734,820,835
7,entity,C0015127,Etiology aspects,ftcn,cause,1000,865,870
7,entity,C0152060,Transection (procedure),topp,Section,1000,913,920
8,entity,C0024109,Lung,bpoc,pulmonary,645,989,998
8,entity,C0332173,Daily,tmco,day,645,1112,1115
8,entity,C4321457,Examination,acty,examination,1000,1165,1176
8,entity,C0332173,Daily,tmco,day,861,1193,1196
