Sentence ID,type,CUI,Preferred name,Semantic Type,Text,Confidence Score,First char pos,Last char pos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,entity,C0030193,Pain,sosy,pain,1000,984,988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,text,991,1030,Continued to the excelled and a pain .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,entity,C2740529,Excel,"orch,phsu",excelled,966,1008,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,entity,C0030193,Pain,sosy,pain,1000,1023,1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,text,1030,1107,She was taken that the patient was a pain of the left and a left procedure .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,entity,C0030705,Patients,podg,patient,1000,1053,1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,entity,C0030193,Pain,sosy,pain,1000,1067,1071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,entity,C0205091,Left,spco,left,1000,1079,1083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,entity,C0205091,Left,spco,left,888,1090,1094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,entity,C0184661,Interventional procedure,topp,procedure,888,1095,1104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,text,1107,1214,The patient was transfer : cord and a discontinued to the except for the patient was discharge and a pain .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,entity,C0030705,Patients,podg,patient,1000,1111,1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,entity,C0332300,Except for,ftcn,except for,901,1165,1175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,entity,C0030705,Patients,podg,patient,901,1180,1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,entity,C2926602,"Discharge, body substance",bdsu,discharge,1000,1192,1201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,entity,C0030193,Pain,sosy,pain,1000,1208,1212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,text,0,89,Test Data 030: s maintained on any IV fluids except as prophylaxis for her CT angiogram.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0022885,Laboratory Procedures,lbpr,Test,790,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C1511726,Data,idcn,Data,790,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C1289919,Intravenous fluid,sbst,IV fluids,983,35,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0033107,prevention & control,qlco,prophylaxis,1000,55,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0002978,angiogram,diap,angiogram,888,78,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,text,89,197,"The potassium and magnesium were repeated as needed and she was maintained on the renal , cardiac ADA diet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C0032821,Potassium,"bacs,elii,phsu",potassium,1000,93,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C0024467,Magnesium,"bacs,elii",magnesium,1000,107,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C1879745,PRN (schedule frequency),tmco,as needed,1000,131,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C0018787,Heart,bpoc,cardiac,861,179,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C3811629,Anti-Drug Antibody,"aapp,imft",ADA,861,187,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C0457987,Renal disease diet,topp,"renal , cardiac ADA diet",861,171,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,relation,0,0,C0457987,topp,,,0,,,,,,,,,,861,171,195,MOD/HEAD,USES,,187,195,0,0,C3811629,Anti-Drug Antibody,"aapp,gngm,imft",aapp,100,ADA,ADA,,,0,861,187,190
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,text,197,200,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,text,200,288,Prophylaxis: Showed a pinated count of discharge that an anterior mediation of change .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0033107,prevention & control,qlco,Prophylaxis,1000,200,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0750480,Count,qnco,count,861,230,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0205094,Anterior,spco,anterior,888,257,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0680727,Mediation,socb,mediation,888,266,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,text,288,379,"He was taken that the patient , and he was sent at the left labs and any chest pain earl .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C0030705,Patients,podg,patient,1000,310,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C0205091,Left,spco,left,888,343,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C0587081,Laboratory test finding,lbtr,labs,888,348,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C0008031,Chest Pain,sosy,chest pain,734,361,371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,text,379,411,PHYSICAL EXAMINATION : Stable .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C0031809,Physical Examination,hlca,PHYSICAL EXAMINATION,1000,379,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,text,411,517,She was transfer : no status post pain of the patient mass and no further her and will follow-up with Dr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0030193,Pain,sosy,pain,1000,445,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0030705,Patients,podg,patient,888,457,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C1096155,Macrophage Activation Syndrome,dsyn,mass,888,465,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C1517331,Further,spco,further,1000,477,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C1522577,follow-up,hlca,follow-up,1000,498,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,relation,0,0,C1096155,dsyn,,,0,,,,,,,,,,888,465,469,MOD/HEAD,PROCESS_OF,,457,469,0,0,C0030705,Patients,"podg,humn",humn,,,patient,,,0,888,457,464
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,text,517,592,Len to the postoperatively progressive chemotherapy and heart cardiograx .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C1444754,Length,qnco,Len,1000,517,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C0205329,Progressive,ftcn,progressive,790,544,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C0013216,Pharmacotherapy,topp,chemotherapy,790,556,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,entity,C0018787,Heart,bpoc,heart,694,573,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,text,592,675,A chemotherapy report and discontinued to post pain of a region of her discharge .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,entity,C0013216,Pharmacotherapy,topp,chemotherapy,888,594,606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,entity,C0687676,Post,tmco,post,851,634,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,entity,C0030193,Pain,sosy,pain,851,639,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,entity,C0017446,Geographic Locations,geoa,region,1000,649,655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,entity,C2926602,"Discharge, body substance",bdsu,discharge,1000,663,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,text,675,726,She was not the patient was sensition and active .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C1518422,Negation,ftcn,not,1000,683,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0030705,Patients,podg,patient,1000,691,698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0205177,Active,qlco,active,1000,717,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,text,726,781,The patient was follow up with a previous thrombosis .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C0030705,Patients,podg,patient,1000,730,737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C1522577,follow-up,hlca,follow up,1000,742,751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C0205156,Previous,tmco,previous,888,759,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C0040053,Thrombosis,patf,thrombosis,888,768,778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,text,781,919,The patient did resection and increased intravenous repent to the low controllen on the earl the patient and subchical except of a male .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,entity,C0030705,Patients,podg,patient,1000,785,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,entity,C0015252,removal technique,topp,resection,1000,797,806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,entity,C0205217,Increased,qnco,increased,888,811,820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,entity,C0348016,Intravenous,spco,intravenous,888,821,832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,entity,C0205251,low,qlco,low,694,847,850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,entity,C0030705,Patients,podg,patient,1000,878,885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,entity,C0086582,Males,orga,male,1000,912,916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,text,919,972,Her for the patient was discharge and a left Cathe .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,entity,C0030705,Patients,podg,patient,1000,931,938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,entity,C2926602,"Discharge, body substance",bdsu,discharge,1000,943,952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,entity,C0205091,Left,spco,left,694,959,963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,text,972,1072,"A pain head and right lower extremity and workup , hyleropenitis for a low blood pressure 1200/70 .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,entity,C0018681,Headache,sosy,pain head,1000,974,983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,entity,C0230415,Right lower extremity,bpoc,right lower extremity,1000,988,1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,entity,C0750430,work up,diap,workup,1000,1014,1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,entity,C0020649,Hypotension,fndg,low blood pressure,850,1043,1061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,text,1072,1100,The patient was sensition .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,entity,C0030705,Patients,podg,patient,1000,1076,1083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,text,1100,1164,The patient did resated with a pulmonary in no abdominal care .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,entity,C0030705,Patients,podg,patient,1000,1104,1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,entity,C0024109,Lung,bpoc,pulmonary,1000,1131,1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,entity,C0000726,Abdomen,blor,abdominal,694,1147,1156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,relation,1,1,C0000726,blor,,,0,,,,,,,,,,694,1147,1156,PREP,LOCATION_OF,negation,1141,1143,3,1,C0024109,Lung,bpoc,bpoc,,,pulmonary,,,0,1000,1131,1140
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,text,1164,1178,Disposition .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,entity,C0743223,Disposition,qlco,Disposition,1000,1164,1175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,text,1178,1215,Notable for a several discharge and h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,entity,C4288581,Notable,qlco,Notable,1000,1178,1185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,entity,C0439064,Numerous,qnco,several,888,1192,1199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,entity,C2926602,"Discharge, body substance",bdsu,discharge,888,1200,1209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,text,0,89,Test Data 031: s maintained on any IV fluids except as prophylaxis for her CT angiogram.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0022885,Laboratory Procedures,lbpr,Test,790,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C1511726,Data,idcn,Data,790,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C1289919,Intravenous fluid,sbst,IV fluids,983,35,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0033107,prevention & control,qlco,prophylaxis,1000,55,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0002978,angiogram,diap,angiogram,888,78,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,text,89,197,"The potassium and magnesium were repeated as needed and she was maintained on the renal , cardiac ADA diet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C0032821,Potassium,"bacs,elii,phsu",potassium,1000,93,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C0024467,Magnesium,"bacs,elii",magnesium,1000,107,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C1879745,PRN (schedule frequency),tmco,as needed,1000,131,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C0018787,Heart,bpoc,cardiac,861,179,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C3811629,Anti-Drug Antibody,"aapp,imft",ADA,861,187,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C0457987,Renal disease diet,topp,"renal , cardiac ADA diet",861,171,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,relation,0,0,C0457987,topp,,,0,,,,,,,,,,861,171,195,MOD/HEAD,USES,,187,195,0,0,C3811629,Anti-Drug Antibody,"aapp,gngm,imft",aapp,100,ADA,ADA,,,0,861,187,190
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,text,197,200,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,text,200,431,"Prophylaxis: Shown / buenchlycait Failece Activity normal she has for was 100 moun meaing after heart failused bleed and requirs renote obstruction in the emerifant qungiemectomy , bid and latelophic Leur q youndine is 25 mg. p.D.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0033107,prevention & control,qlco,Prophylaxis,1000,200,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0205177,Active,qlco,Activity,827,242,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0205307,Normal,qlco,normal,1000,251,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C3817553,100%,qnco,100,660,274,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0018787,Heart,bpoc,heart,802,296,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0019080,Hemorrhage,patf,bleed,802,311,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0028778,Obstruction,patf,obstruction,827,336,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0439422,milligram/day,qnco,mg. p.D,875,422,429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,text,431,612,", PR Cextative 40 mg p.o. q.24hdvove 1rafum , and 1 mg, Overames you Vitario and Home mass , paralynopibal hematocrit of GI hospenbin with a scan , bilaterally that a repaintment .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C0033164,Prions,aapp,PR Cextative 40 mg p,547,433,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C1096155,Macrophage Activation Syndrome,dsyn,mass,861,517,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C0018935,Hematocrit procedure,lbpr,hematocrit,861,538,548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,entity,C0034606,Radionuclide Imaging,diap,scan,861,572,576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,text,612,700,Therefor discontinued to the left by in the ery alcogan after thorexogram was voiding .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C0205091,Left,spco,left,1000,641,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C2344229,Ery,"antb,orch",ery,694,656,659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,entity,C0042034,Urination,orgf,voiding,1000,690,697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,text,700,746,Intensive empordurd revealed his patiench ) .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,entity,C0162425,Intention - mental process,menp,Intensive,594,700,709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,text,746,749,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,text,749,822,Estatologiwe one acute that Medical Center of studic in 4 on sulvation .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,entity,C0205447,One,qnco,one,861,762,765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,entity,C0205178,acute,tmco,acute,1000,766,771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,entity,C0565990,Medical center,"hcro,mnob",Medical Center,1000,777,791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,text,822,1093,"Rectal the sularal to melunder tolerated , health; consistent with a right absternal left to admission with his via that positicullyst her discharge presentession diet are-facion revealed a regions and have attempted bilar count at do Cough , analehemities bilaterally .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0205052,rectal,spco,Rectal,1000,822,828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0018684,Health,idcn,health,1000,865,871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0205090,Right,spco,right,802,891,896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0205091,Left,spco,left,802,907,911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C1657597,Discharge diet,topp,discharge presentession diet,913,961,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0017446,Geographic Locations,geoa,regions,966,1012,1019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C1516084,Attempt,evnt,attempted,802,1029,1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0750480,Count,qnco,count,802,1045,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,entity,C0010200,Coughing,sosy,Cough,1000,1057,1062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,text,1093,1215,PAST MEDICAL HISTORY : Gruitew County that showing complication of the patient went chemotherapy &apos;s for : he denies a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C0262926,Medical History,fndg,PAST MEDICAL HISTORY,1000,1093,1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C0079170,county,geoa,County,861,1124,1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C1547282,Show,anim,showing,872,1136,1143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C0009566,Complication,patf,complication,872,1144,1156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C0030705,Patients,podg,patient,1000,1164,1171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,entity,C0013216,Pharmacotherapy,topp,chemotherapy,694,1177,1189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,relation,0,0,C0009566,patf,,,0,,,,,,,,,,872,1144,1156,MOD/HEAD,PROCESS_OF,,1136,1156,0,0,C1547282,Show,anim,anim,,,showing,,,0,872,1136,1143
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,text,0,89,Test Data 032: s maintained on any IV fluids except as prophylaxis for her CT angiogram.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0022885,Laboratory Procedures,lbpr,Test,790,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C1511726,Data,idcn,Data,790,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C1289919,Intravenous fluid,sbst,IV fluids,983,35,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0033107,prevention & control,qlco,prophylaxis,1000,55,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,entity,C0002978,angiogram,diap,angiogram,888,78,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,text,89,197,"The potassium and magnesium were repeated as needed and she was maintained on the renal , cardiac ADA diet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C0032821,Potassium,"bacs,elii,phsu",potassium,1000,93,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C0024467,Magnesium,"bacs,elii",magnesium,1000,107,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C1879745,PRN (schedule frequency),tmco,as needed,1000,131,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C0018787,Heart,bpoc,cardiac,861,179,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C3811629,Anti-Drug Antibody,"aapp,imft",ADA,861,187,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,entity,C0457987,Renal disease diet,topp,"renal , cardiac ADA diet",861,171,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,relation,0,0,C0457987,topp,,,0,,,,,,,,,,861,171,195,MOD/HEAD,USES,,187,195,0,0,C3811629,Anti-Drug Antibody,"aapp,gngm,imft",aapp,100,ADA,ADA,,,0,861,187,190
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,text,197,200,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,text,200,315,"Prophylaxis: Shown CNTEUSIONES MEDICATIONT  This R undectous : No no satwine , labsarthyr bilily history ambuaty .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0033107,prevention & control,qlco,Prophylaxis,1000,200,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,entity,C0019664,History,ocdi,history,645,297,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,text,315,412,That and ORENOPILLROWENORIIT SUFSSJUn PHYSOS SECONLATE LAPANT LUHGNE Ponarulet at Feboin for CI.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,text,412,428,H : LASNIORTHc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,text,428,456,Reasosec : 11/30/ MIINA PR.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,text,456,504,"GI : , RTYETRAT PRINCIPA NE NEESMART CHALE BI .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
